-0.447213,-0.446982,-0.44631,-0.445197,-0.443646,-0.441657,-0.439233,-0.436376,-0.433089,-0.429375,-0.425237,-0.42068,-0.415709,-0.410328,-0.404542,-0.398357,-0.39178,-0.384816,-0.377473,-0.369758,-0.361678,-0.353241,-0.344457,-0.335333,-0.325878,-0.316102,-0.306014,-0.295625,-0.284944,-0.273982,-0.26275,-0.251259,-0.239521,-0.227546,-0.215347,-0.202936,-0.190324,-0.177525,-0.164551,-0.151414,-0.138129,-0.124707,-0.111162,-0.0975079,-0.0837575,-0.0699244,-0.0560225,-0.0420652,-0.0280665,-0.0140402,0,0.0140402,0.0280666,0.0420653,0.0560225,0.0699244,0.0837575,0.097508,0.111162,0.124707,0.138129,0.151414,0.164551,0.177525,0.190324,0.202936,0.215347,0.227546,0.239521,0.251259,0.26275,0.273982,0.284944,0.295625,0.306014,0.316102,0.325878,0.335333,0.344457,0.353241,0.361678,0.369758,0.377473,0.384816,0.39178,0.398357,0.404542,0.410328,0.415709,0.420681,0.425237,0.429375,0.433089,0.436376,0.439233,0.441657,0.443646,0.445197,0.44631,0.446982,
-0.000712256,-0.0287773,-0.056729,-0.0844571,-0.111852,-0.138806,-0.165213,-0.190968,-0.215971,-0.240122,-0.263326,-0.285493,-0.306533,-0.326365,-0.344911,-0.362096,-0.377854,-0.392123,-0.404845,-0.415971,-0.425457,-0.433266,-0.439367,-0.443735,-0.446354,-0.447213,-0.44631,-0.443646,-0.439233,-0.433089,-0.425237,-0.415709,-0.404542,-0.39178,-0.377473,-0.361678,-0.344457,-0.325878,-0.306014,-0.284944,-0.26275,-0.239521,-0.215347,-0.190324,-0.164551,-0.138129,-0.111162,-0.0837574,-0.0560224,-0.0280665,0,0.0280665,0.0560225,0.0837575,0.111162,0.138129,0.164551,0.190324,0.215347,0.239521,0.26275,0.284944,0.306014,0.325878,0.344457,0.361678,0.377473,0.39178,0.404542,0.415709,0.425237,0.433089,0.439233,0.443646,0.44631,0.447213,0.446354,0.443735,0.439367,0.433266,0.425457,0.415971,0.404845,0.392122,0.377854,0.362096,0.344911,0.326365,0.306533,0.285492,0.263326,0.240122,0.215971,0.190968,0.165213,0.138806,0.111852,0.0844571,0.056729,0.0287772,
0.447212,0.445129,0.439099,0.429175,0.415446,0.398033,0.37709,0.352804,0.32539,0.29509,0.262174,0.226933,0.189679,0.150744,0.110472,0.0692209,0.0273557,-0.0147521,-0.0567291,-0.098203,-0.138806,-0.178179,-0.215971,-0.251848,-0.285493,-0.316605,-0.344911,-0.370158,-0.392123,-0.41061,-0.425457,-0.436532,-0.443735,-0.447004,-0.44631,-0.441657,-0.433089,-0.42068,-0.404542,-0.384816,-0.361678,-0.335333,-0.306014,-0.273982,-0.239521,-0.202936,-0.164551,-0.124707,-0.0837574,-0.0420652,0,0.0420652,0.0837576,0.124707,0.164551,0.202936,0.239521,0.273982,0.306014,0.335333,0.361678,0.384816,0.404542,0.420681,0.433089,0.441657,0.44631,0.447004,0.443735,0.436532,0.425457,0.41061,0.392122,0.370158,0.344911,0.316605,0.285493,0.251848,0.215971,0.178178,0.138806,0.0982028,0.0567291,0.014752,-0.0273559,-0.0692209,-0.110472,-0.150744,-0.189679,-0.226933,-0.262174,-0.29509,-0.32539,-0.352804,-0.37709,-0.398033,-0.415446,-0.429175,-0.439099,-0.445129,
0.00142451,0.0574354,0.112541,0.165875,0.216594,0.263902,0.307051,0.345364,0.378235,0.405147,0.425676,0.439499,0.446398,0.446264,0.439099,0.425016,0.404238,0.37709,0.344002,0.305494,0.262174,0.214722,0.163888,0.110472,0.0553157,-0.000712256,-0.0567291,-0.111852,-0.165213,-0.215971,-0.263326,-0.306533,-0.344911,-0.377854,-0.404845,-0.425457,-0.439367,-0.446354,-0.44631,-0.439233,-0.425237,-0.404542,-0.377473,-0.344457,-0.306014,-0.26275,-0.215347,-0.164551,-0.111162,-0.0560224,0,0.0560224,0.111162,0.164551,0.215347,0.26275,0.306014,0.344457,0.377473,0.404542,0.425237,0.439233,0.44631,0.446354,0.439367,0.425457,0.404845,0.377854,0.344911,0.306533,0.263326,0.215971,0.165213,0.111852,0.056729,0.000712256,-0.0553157,-0.110472,-0.163888,-0.214722,-0.262174,-0.305495,-0.344002,-0.37709,-0.404238,-0.425016,-0.439099,-0.446264,-0.446398,-0.439499,-0.425676,-0.405147,-0.378235,-0.345364,-0.307051,-0.263902,-0.216594,-0.165875,-0.112541,-0.0574351,
-0.44721,-0.441431,-0.424794,-0.397707,-0.360838,-0.315093,-0.261596,-0.201665,-0.136773,-0.068517,0.00142451,0.071331,0.139483,0.204204,0.263902,0.317108,0.362514,0.399002,0.425676,0.441879,0.447212,0.441545,0.425016,0.398033,0.361258,0.315598,0.262174,0.202301,0.137451,0.0692208,-0.000712256,-0.070628,-0.138806,-0.20357,-0.263326,-0.316605,-0.362096,-0.39868,-0.425457,-0.441769,-0.447213,-0.441657,-0.425237,-0.398357,-0.361678,-0.316102,-0.26275,-0.202935,-0.138129,-0.0699244,0,0.0699244,0.138129,0.202936,0.26275,0.316102,0.361678,0.398357,0.425237,0.441657,0.447213,0.441769,0.425457,0.39868,0.362096,0.316605,0.263326,0.20357,0.138806,0.0706278,0.000712256,-0.0692208,-0.137451,-0.202301,-0.262174,-0.315598,-0.361258,-0.398033,-0.425016,-0.441545,-0.447212,-0.441879,-0.425676,-0.399002,-0.362514,-0.317108,-0.263901,-0.204204,-0.139483,-0.0713307,-0.00142451,0.0685174,0.136773,0.201665,0.261597,0.315093,0.360838,0.397707,0.424794,0.441431,
-0.00213676,-0.0858554,-0.166536,-0.241323,-0.307569,-0.36293,-0.405448,-0.433617,-0.44644,-0.443464,-0.424794,-0.391091,-0.343547,-0.283844,-0.214097,-0.136773,-0.054609,0.0294882,0.112542,0.191612,0.263902,0.326852,0.378235,0.416232,0.439499,0.447212,0.439099,0.415446,0.37709,0.32539,0.262174,0.189679,0.110472,0.0273557,-0.0567291,-0.138806,-0.215971,-0.285493,-0.344911,-0.392123,-0.425457,-0.443735,-0.44631,-0.433089,-0.404542,-0.361678,-0.306014,-0.239521,-0.164551,-0.0837574,0,0.0837574,0.164551,0.239521,0.306014,0.361678,0.404542,0.433089,0.44631,0.443735,0.425457,0.392123,0.344911,0.285492,0.215971,0.138806,0.0567291,-0.0273559,-0.110472,-0.189679,-0.262174,-0.32539,-0.37709,-0.415446,-0.439099,-0.447212,-0.439499,-0.416232,-0.378235,-0.326852,-0.263902,-0.191612,-0.112542,-0.029488,0.0546094,0.136773,0.214098,0.283844,0.343547,0.391091,0.424794,0.443464,0.44644,0.433617,0.405448,0.36293,0.307569,0.241323,0.166536,0.085855,
0.447207,0.435904,0.403626,0.351927,0.283294,0.201029,0.109091,0.0119045,-0.0858557,-0.179484,-0.264476,-0.336743,-0.392805,-0.429967,-0.44644,-0.441431,-0.415182,-0.368954,-0.304974,-0.226318,-0.136773,-0.0406467,0.0574355,0.152754,0.240723,0.317108,0.378235,0.421162,0.443823,0.445129,0.425016,0.384452,0.32539,0.25067,0.163888,0.0692209,-0.0287775,-0.125391,-0.215971,-0.296159,-0.362096,-0.41061,-0.439367,-0.446982,-0.433089,-0.398357,-0.344457,-0.273982,-0.190324,-0.0975079,0,0.0975079,0.190324,0.273982,0.344457,0.398357,0.433089,0.446982,0.439367,0.41061,0.362096,0.296159,0.215971,0.125391,0.0287773,-0.0692209,-0.163888,-0.25067,-0.32539,-0.384452,-0.425016,-0.445129,-0.443823,-0.421162,-0.378235,-0.317108,-0.240723,-0.152754,-0.0574353,0.0406469,0.136773,0.226319,0.304974,0.368954,0.415182,0.441431,0.44644,0.429967,0.392805,0.336742,0.264476,0.179484,0.0858557,-0.0119045,-0.109092,-0.201029,-0.283294,-0.351927,-0.403626,-0.435904,
0.00284901,0.11392,0.217839,0.308086,0.378993,0.426111,0.446482,0.438827,0.403626,0.34309,0.261018,0.162562,0.0539018,-0.058142,-0.166536,-0.264476,-0.345816,-0.405448,-0.43963,-0.446217,-0.424794,-0.376707,-0.304974,-0.214097,-0.109782,0.00142451,0.112542,0.216594,0.307051,0.378235,0.425676,0.446398,0.439099,0.404238,0.344002,0.262174,0.163888,0.0553157,-0.056729,-0.165213,-0.263326,-0.344911,-0.404845,-0.439367,-0.44631,-0.425237,-0.377473,-0.306014,-0.215347,-0.111162,0,0.111162,0.215347,0.306014,0.377473,0.425237,0.44631,0.439367,0.404845,0.344911,0.263326,0.165213,0.0567287,-0.055316,-0.163888,-0.262174,-0.344002,-0.404238,-0.439099,-0.446398,-0.425676,-0.378235,-0.307051,-0.216594,-0.112541,-0.00142451,0.109782,0.214098,0.304974,0.376707,0.424794,0.446217,0.43963,0.405448,0.345815,0.264476,0.166535,0.058142,-0.0539021,-0.162563,-0.261018,-0.34309,-0.403626,-0.438827,-0.446481,-0.426111,-0.378993,-0.308086,-0.217839,-0.113919,
-0.447202,-0.428569,-0.375937,-0.293481,-0.187742,-0.0671091,0.0588478,0.180136,0.287134,0.371353,0.426111,0.447064,0.432551,0.383723,0.304452,0.201029,0.0816577,-0.0441921,-0.166536,-0.275668,-0.36293,-0.421401,-0.44644,-0.436062,-0.391091,-0.315093,-0.214097,-0.0961172,0.0294881,0.152754,0.263902,0.354113,0.416232,0.44533,0.439099,0.398033,0.32539,0.226932,0.110472,-0.0147522,-0.138806,-0.251848,-0.344911,-0.41061,-0.443735,-0.441657,-0.404542,-0.335332,-0.239521,-0.124707,0,0.124707,0.239521,0.335333,0.404542,0.441657,0.443735,0.41061,0.344911,0.251848,0.138806,0.0147522,-0.110473,-0.226933,-0.32539,-0.398033,-0.439099,-0.44533,-0.416232,-0.354113,-0.263902,-0.152754,-0.0294878,0.0961175,0.214097,0.315093,0.391091,0.436062,0.44644,0.421401,0.36293,0.275667,0.166536,0.0441918,-0.0816583,-0.201029,-0.304453,-0.383723,-0.432551,-0.447064,-0.426111,-0.371352,-0.287134,-0.180136,-0.0588472,0.0671091,0.187743,0.293481,0.375937,0.42857,
-0.00356124,-0.141511,-0.265624,-0.363761,-0.426326,-0.447202,-0.424347,-0.359995,-0.260439,-0.135416,0.00284901,0.140836,0.26505,0.363346,0.426111,0.447207,0.424571,0.360417,0.261018,0.136095,-0.00213676,-0.14016,-0.264476,-0.36293,-0.425894,-0.44721,-0.424794,-0.360838,-0.261596,-0.136773,0.00142451,0.139483,0.263902,0.362514,0.425676,0.447212,0.425016,0.361258,0.262174,0.137451,-0.000712256,-0.138806,-0.263327,-0.362096,-0.425457,-0.447213,-0.425237,-0.361678,-0.26275,-0.138129,0,0.138129,0.262751,0.361678,0.425237,0.447213,0.425457,0.362096,0.263326,0.138806,0.000712256,-0.137451,-0.262174,-0.361259,-0.425016,-0.447212,-0.425676,-0.362514,-0.263901,-0.139483,-0.00142451,0.136773,0.261597,0.360838,0.424794,0.44721,0.425894,0.36293,0.264476,0.140159,0.00213676,-0.136096,-0.261018,-0.360417,-0.424571,-0.447207,-0.426111,-0.363346,-0.26505,-0.140835,-0.00284901,0.135417,0.260439,0.359995,0.424347,0.447202,0.426326,0.363761,0.265624,0.141511,
